790.393616,7426.987305,1622.974731,-9841.248047,266.586700,310.394257,-338.505585,550.933044,264.885162,103.809944,340.581512,-60.651325,2222.065674,129.597015,-2058.153809,-61.622803,-201.147171,139.342545,-287.193756,6921.581543,217.732758,557.998779,536.605774,189.783127,28.760147,299.157349,780.736023,104.722672,167.076614,-151.026398,-168.290482,153.636566,104.298294,3832.842773,190.346344,780.736023,3832.842773,130.558441,129.687500,31.530743,98.082344,31.077757,85.396820,1819.608032,1819.608032
732.424622,6256.223145,1525.535889,-8515.076172,177.345825,206.157120,-283.250031,631.186462,175.644287,60.771519,243.992081,-53.056648,1971.508911,159.973495,-1942.456787,-54.028126,-169.090424,114.880478,-241.339554,5811.528809,202.875824,609.943909,448.170410,184.090088,-812.551880,60.022774,1993.381226,221.610550,273.915039,-178.897232,-77.249664,237.730942,170.444611,2706.209961,244.241165,1993.381226,2706.209961,76.708321,75.837387,18.447832,57.315140,17.994846,71.599358,407.423553,407.423553
287.079163,2491.534668,628.555969,-3408.062256,76.913658,88.850014,-49.808098,170.138367,75.212128,24.300718,108.357193,-23.475491,934.098633,155.033157,-1011.791626,-24.446968,-66.416466,41.787678,-94.920830,2276.465820,119.669304,158.740829,303.371124,116.554390,-54.583763,383.184387,0.000323,272.090942,215.780701,-165.333618,48.096470,144.361252,168.982376,0.000329,140.119278,0.000000,0.000000,31.074732,30.203796,7.360675,22.768709,6.907689,27.854580,0.000321,0.000000
258.371277,2242.381348,565.700378,-3067.256348,69.222298,79.965019,-44.827301,153.124557,67.690918,21.870647,97.521477,-21.127943,840.688721,139.529846,-910.612488,-22.002272,-59.774826,37.608913,-85.428749,2048.819336,107.702370,142.866760,273.034027,104.898956,-49.125515,344.865936,0.000355,244.881851,194.202637,-148.800262,43.286819,129.925125,152.084137,0.000325,126.107353,0.000000,0.000000,27.967260,27.183418,6.624608,20.491838,6.216920,25.069124,0.000323,0.000000
258.371277,2242.381592,565.700439,-3067.256592,69.222313,79.965034,-44.827316,153.124557,67.690933,21.870655,97.521492,-21.127945,840.688782,139.529831,-910.612488,-22.002274,-59.774834,37.608921,-85.428757,2048.819580,107.702377,142.866760,273.034027,104.898956,-49.125275,344.865936,0.000210,244.881836,194.202621,-148.800262,43.286812,129.925125,152.084137,0.000149,126.107353,0.000000,0.000000,27.967270,27.183428,6.624610,20.491846,6.216923,25.069126,0.000149,0.000000
258.371277,2242.381348,565.700378,-3067.256348,69.222305,79.965019,-44.827309,153.124557,67.690918,21.870649,97.521484,-21.127943,840.688782,139.529846,-910.612488,-22.002274,-59.774830,37.608917,-85.428757,2048.819336,107.702377,142.866776,273.034027,104.898956,-49.125519,344.865936,0.000352,244.881851,194.202637,-148.800262,43.286819,129.925125,152.084137,0.000324,126.107353,0.000000,0.000000,27.967262,27.183420,6.624608,20.491840,6.216921,25.069124,0.000323,0.000000
200.955460,1744.074585,439.989227,-2385.644043,53.839569,62.195019,-34.865692,119.096901,52.648495,17.010504,75.850052,-16.432848,653.869202,108.523209,-708.254272,-17.112881,-46.491535,29.251381,-66.444588,1593.526245,83.768517,111.118622,212.359802,81.588081,-38.208817,268.229065,0.000358,190.463654,151.046494,-115.733536,33.667522,101.052879,118.287666,0.000324,98.083496,0.000000,0.000000,21.752314,21.142658,5.152472,15.938097,4.835382,19.498209,0.000324,0.000000
200.955460,1744.074707,439.989258,-2385.644287,53.839584,62.195034,-34.865704,119.096893,52.648510,17.010513,75.850060,-16.432846,653.869141,108.523209,-708.254211,-17.112881,-46.491543,29.251385,-66.444595,1593.526489,83.768517,111.118614,212.359802,81.588081,-38.208588,268.229065,0.000227,190.463654,151.046494,-115.733536,33.667515,101.052872,118.287659,0.000149,98.083496,0.000000,0.000000,21.752325,21.142670,5.152475,15.938106,4.835385,19.498211,0.000149,0.000000
200.955444,1744.074463,439.989227,-2385.643799,53.839569,62.195019,-34.865688,119.096886,52.648495,17.010504,75.850044,-16.432846,653.869141,108.523209,-708.254211,-17.112881,-46.491535,29.251379,-66.444588,1593.526245,83.768517,111.118607,212.359802,81.588081,-38.208725,268.229065,0.000359,190.463654,151.046494,-115.733536,33.667522,101.052872,118.287659,0.000324,98.083496,0.000000,0.000000,21.752316,21.142660,5.152473,15.938098,4.835383,19.498209,0.000324,0.000000
172.247574,1494.921387,377.133698,-2044.838135,46.148220,53.310036,-29.884905,102.083076,45.127300,14.580439,65.014351,-14.085301,560.459473,93.019890,-607.075256,-14.668187,-39.849895,25.072617,-56.952518,1365.880005,71.801590,95.244553,182.022690,69.932640,-32.750282,229.910614,0.000360,163.254547,129.468414,-99.200172,28.857864,86.616753,101.389420,0.000186,84.071571,0.000000,0.000000,18.644848,18.122288,4.416407,13.661232,4.144616,16.712755,0.000324,0.000000
172.247543,1494.921143,377.133636,-2044.837769,46.148212,53.310024,-29.884886,102.083054,45.127289,14.580432,65.014343,-14.085300,560.459534,93.019890,-607.075317,-14.668186,-39.849888,25.072611,-56.952507,1365.879761,71.801582,95.244530,182.022690,69.932640,-32.750240,229.910629,0.000227,163.254547,129.468414,-99.200172,28.857870,86.616753,101.389427,0.000341,84.071571,0.000000,0.000000,18.644840,18.122278,4.416405,13.661226,4.144614,16.712751,0.000149,0.000000
172.247543,1494.921143,377.133667,-2044.837891,46.148209,53.310020,-29.884890,102.083069,45.127285,14.580433,65.014336,-14.085299,560.459412,93.019890,-607.075195,-14.668185,-39.849892,25.072613,-56.952511,1365.879761,71.801590,95.244545,182.022690,69.932640,-32.750427,229.910614,0.000360,163.254562,129.468414,-99.200172,28.857872,86.616753,101.389427,0.000157,84.071571,0.000000,0.000000,18.644842,18.122280,4.416405,13.661226,4.144614,16.712751,0.000324,0.000000
